timestamp,link_id,phase,latency_ms,jitter_ms,loss_rate,throughput_mbps,queue_occupancy,is_up,degradation_cause
0,L1,pre_disaster,50.14366708730881,4.107839977200232,0.002417508405676161,18.554770729374898,0.20865885863127326,1,none
5,L1,pre_disaster,49.82772549920236,0.9027969535169658,0.008431235319944405,22.350462629338715,0.2775397468841958,1,none
10,L1,pre_disaster,45.07433138908091,3.0117204390315004,0.0006629527306563688,20.99582995106886,0.11945570457539428,1,none
15,L1,pre_disaster,50.10682547607643,1.3111310161530785,0.009021221641240341,27.222219808435838,0.045338235704424065,1,none
20,L1,pre_disaster,42.06101222470718,1.4432702504293973,0.00522338739124197,24.348680863014394,0.1999873650492215,1,none
25,L1,pre_disaster,49.79172997954367,0.7326479509897725,0.012873933670775065,24.994424485220662,0.2563357462573514,1,none
30,L1,pre_disaster,41.69237684428844,1.0259765182922622,0.005387768925157434,18.84460192262074,0.2487337903505671,1,none
35,L1,pre_disaster,48.267277419719264,0.1,0.008798793208142825,24.48392939023935,0.0008064193722962076,1,none
40,L1,pre_disaster,44.338250919806235,1.0593810851095118,0.007908478424531067,30.604832058766835,0.29508926547351694,1,none
45,L1,pre_disaster,47.6195532709747,0.3945902559840353,0.012272634274664908,22.437670830738593,0.21932191075336713,1,none
50,L1,pre_disaster,47.34701635425188,0.8714447374668228,0.013168339784521785,31.918072843576454,0.023809737113404717,1,none
55,L1,pre_disaster,42.22826794161995,1.667524724648586,0.006853421883239754,24.906020799863203,0.02799801311094623,1,none
60,L1,pre_disaster,47.60860142752038,1.7992781144314194,0.008653588217278765,23.452117730514274,0.22605779723943437,1,none
65,L1,pre_disaster,48.77813734183423,2.499740144865173,0.0025236356815519856,28.65913920754688,0.08596098501873058,1,none
70,L1,pre_disaster,49.54306380844753,0.750113423053063,0.0016940872800583352,26.79049214770299,0.2663570378028668,1,none
75,L1,pre_disaster,44.69424806331655,3.8059701099324745,0.006664502574978337,28.40325282182439,0.16969260036776485,1,none
80,L1,pre_disaster,46.819535695793164,1.1992721666796367,0.012392400043772393,21.515562031468914,0.27827297387261685,1,none
85,L1,pre_disaster,47.70992603751046,3.5445444514561384,0.011431238857885703,17.365253283901616,0.25781672270418343,1,none
90,L1,pre_disaster,45.47964560410835,0.968100016500878,0.006452992574111894,25.13862202385003,0.036673064889751514,1,none
95,L1,pre_disaster,48.00268184991341,1.4693254402263758,0.007117302634397892,29.092651776127475,0.0022279135633839096,1,none
100,L1,pre_disaster,48.56433317226082,2.0885185103733557,0.00885390800687851,19.408032212153216,0.21532726868386726,1,none
105,L1,pre_disaster,50.91210468133936,0.9049735425730825,0.00044590359351368095,26.324284339697872,0.009659380481377199,1,none
110,L1,pre_disaster,45.7857747106151,3.672834049222523,0.0018516786406228398,24.82350866356635,0.02003233296750141,1,none
115,L1,pre_disaster,47.550371235561876,3.4719293689732718,0.0015609093943048306,27.353081291804266,0.19835036019837932,1,none
120,L1,pre_disaster,38.36916923670883,2.670906855860543,0.011986999138554229,22.714433299378612,0.14430788265154607,1,none
125,L1,pre_disaster,44.694352111937114,1.021942293915716,0.012859132501615023,19.099202217296906,0.12518731827100324,1,none
130,L1,pre_disaster,46.1048023641559,1.114274135030989,0.007637864431838703,21.13905946149207,0.014201861171321094,1,none
135,L1,pre_disaster,45.31732820328401,1.7820537378970582,0.003623379712569832,29.090284325839132,0.2684934863658035,1,none
140,L1,pre_disaster,46.18500909319615,1.8799903849367363,0.01491300336203477,24.773124145109655,0.1878928085129569,1,none
145,L1,pre_disaster,46.32219159916215,1.7933376968024335,0.015030812083624973,22.12896075140444,0.029111447591658367,1,none
150,L1,pre_disaster,47.96227439252648,1.9555425226104735,0.005198667788023615,28.947578172227516,0.23965389936391857,1,none
155,L1,pre_disaster,45.51648071220597,0.5839177474780699,0.010883089900623335,22.69754614683775,0.05730208661112633,1,none
160,L1,pre_disaster,46.586502134983,2.2536596576294974,0.01316218639698881,16.497808799627187,0.08007174443734041,1,none
